SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533543,BROOKS LABS ,B ,Q,56.00,56.10,55.50,55.85,55.60,55.40,18,1085,60627.00,
533552,RUPA & CO   ,B ,Q,323.50,325.00,321.00,321.45,321.10,323.55,30,768,247120.00,
533569,SRS LIMITED ,Z ,Q,0.33,0.35,0.33,0.33,0.33,0.34,42,356380,117607.00,
533570,AXISGOLD    ,E ,Q,2745.00,2790.00,2715.00,2720.00,2720.00,2745.00,8,20,54840.00,
533573,ALEM PHARMA ,A ,Q,606.65,621.35,592.85,597.70,597.70,596.80,479,13676,8351829.00,
533576,VASWANI IND ,B ,Q,12.16,12.19,12.15,12.15,12.15,12.55,4,850,10339.00,
533581,PG ELECTRO  ,B ,Q,111.25,116.90,111.25,115.00,115.00,111.15,360,30494,3475251.00,
533602,LESHAIND    ,X ,Q,6.01,6.01,6.01,6.01,6.01,5.73,3,298,1790.00,
533605,PRAKASH CON ,B ,Q,4.73,4.73,4.30,4.34,4.34,4.40,14,4066,17638.00,
533608,RDB RASAYAN ,X ,Q,69.95,69.95,64.50,67.30,66.50,68.65,268,28744,1920232.00,
533629,TIJARIA PPL ,B ,Q,22.00,22.40,21.70,21.70,21.70,22.40,4,350,7665.00,
533632,ONELIFE CAP ,B ,Q,15.15,16.58,15.15,15.96,16.00,16.15,15,425,6685.00,
533638,FLEXITUFF   ,T ,Q,47.00,47.00,44.95,44.95,44.95,46.10,2,300,13690.00,
533644,UJAAS       ,B ,Q,8.37,8.44,8.25,8.26,8.25,8.50,30,8352,69327.00,
533655,TRIVENITURB ,B ,Q,121.15,122.65,121.05,121.50,121.50,122.65,39,1392,169364.00,
533676,INDO THAI   ,B ,Q,37.00,37.60,35.70,37.60,37.60,37.00,125,5940,215584.00,
533704,ESSAR SHIP  ,B ,Q,12.30,13.15,12.30,13.00,12.99,12.75,9,6033,78329.00,
533719,IDBIGOLD    ,E ,Q,2981.00,2981.00,2910.00,2910.00,2910.00,2874.00,6,8,23512.00,
533758,APL APOLLO  ,A ,Q,1199.05,1206.90,1178.10,1180.00,1180.00,1192.35,69,594,707686.00,
533761,GPT INFRA   ,B ,Q,56.50,56.50,51.80,55.50,55.50,54.50,14,2065,108755.00,
533896,FERVENTSYN  ,X ,Q,25.00,25.80,25.00,25.25,25.65,25.00,15,708,17835.00,
533941,TSIL        ,T ,Q,11.00,11.00,11.00,11.00,11.00,10.50,2,90,990.00,
533982,TERASOFTWARE,B ,Q,33.80,33.80,32.60,33.70,33.70,32.65,7,1025,33812.00,
534060,PMCFIN      ,X ,Q,0.46,0.46,0.44,0.45,0.45,0.45,119,542089,244946.00,
534076,ORIENT REF  ,B ,Q,237.45,237.65,235.00,235.70,236.00,236.30,32,1533,361294.00,
534091,MCX LTD     ,A ,Q,731.95,736.25,726.15,728.70,729.95,732.60,516,15039,10971699.00,
534139,SCHNEIDER   ,B ,Q,103.50,104.75,103.20,103.60,103.60,103.90,115,10691,1110926.00,
534184,NORL        ,B ,Q,0.79,0.80,0.76,0.79,0.79,0.79,49,31126,24305.00,
534309,NBCC        ,A ,Q,57.95,59.05,57.40,58.20,58.20,58.65,2103,606614,35255684.00,
534312,MT EDUCARE  ,B ,Q,63.25,66.70,62.00,65.15,66.00,64.15,40,3903,252768.00,
534328,HEXATRADEX  ,T ,Q,27.70,27.70,25.60,25.80,25.80,26.45,6,484,12703.00,
534338,MAXHEIGHTS  ,X ,Q,25.20,25.20,25.05,25.05,25.05,25.25,20,539,13505.00,
534369,TBZ LTD     ,B ,Q,65.85,67.10,65.50,65.95,65.95,67.20,102,7008,465260.00,
534392,VSSL        ,B ,Q,103.00,105.50,102.50,104.35,104.35,102.05,15,116,11997.00,
534425,SPECIALITY R,B ,Q,85.00,87.95,82.55,82.60,82.65,85.00,18,957,80895.00,
534532,LYPSA GEMS  ,T ,Q,8.93,9.34,8.88,9.29,9.29,9.34,33,5719,51256.00,
534535,BIOGRPAPER  ,X ,Q,3.85,3.85,3.49,3.49,3.49,3.67,16,3301,11945.00,
534597,RTNINFRA    ,B ,Q,3.32,3.49,3.27,3.38,3.38,3.45,27,15786,54067.00,
534600,JTL INFRA   ,X ,Q,119.60,124.70,119.60,122.15,120.00,119.95,59,22682,2749450.00,
534612,AMTL        ,XT,Q,28.70,30.00,28.70,30.00,30.00,29.05,30,7051,208612.00,
534615,NECC LTD    ,B ,Q,10.15,10.15,9.74,9.89,9.83,9.85,25,6769,67383.00,
534618,SAREL       ,XT,Q,17.30,17.30,17.30,17.30,17.30,18.20,12,2250,38925.00,
534623,JUPITER INFO,X ,Q,54.25,57.15,54.25,57.05,57.15,54.50,6,262,14923.00,
534631,CRMFGETF    ,E ,Q,2805.02,2900.00,2805.02,2900.00,2900.00,2920.12,2,2,5705.00,
534674,DUCON       ,B ,Q,14.00,14.69,13.95,14.00,14.00,14.02,94,20644,293383.00,
534675,PROZONINTU  ,B ,Q,33.10,34.60,32.40,32.95,32.95,33.65,341,39279,1320259.00,
534680,SRG HFL     ,X ,Q,228.00,244.00,213.00,242.60,244.00,224.70,109,10004,2363970.00,
534690,LAKSHMIVILAS,A ,Q,86.85,87.70,86.10,87.05,87.40,86.85,143,20143,1755598.00,
534691,COMFORT COM ,X ,Q,4.80,5.20,4.80,5.19,5.19,5.20,13,2270,11461.00,
534707,ADITRI      ,XT,Q,1.06,1.06,1.00,1.00,1.00,1.01,10,4035,4103.00,
534731,BRONZE INFRA,X ,Q,0.30,0.30,0.30,0.30,0.30,0.30,3,1001,300.00,
534732,INTELL ADV  ,XT,Q,20.45,20.45,20.45,20.45,20.45,21.50,1,50,1022.00,
534734,RMCHEM      ,X ,Q,1.54,1.57,1.53,1.55,1.53,1.54,693,2016562,3110611.00,
534741,VIRTUAL GLO ,X ,Q,0.31,0.33,0.31,0.31,0.31,0.32,77,493482,158416.00,
534742,ZUARI AGRO  ,B ,Q,238.05,251.80,235.20,243.90,243.60,237.95,278,14000,3431214.00,
534748,STEEL EXCH  ,B ,Q,17.00,17.00,16.50,16.50,16.50,15.50,7,231,3836.00,
534755,TRIO MERCAN ,X ,Q,19.40,21.00,19.40,21.00,21.00,20.40,7,4202,81628.00,
534756,TARA JEWELS ,T ,Q,1.78,1.82,1.77,1.79,1.81,1.74,21,5623,10050.00,
534758,CIGNITI TECH,B ,Q,385.00,387.50,373.40,377.00,377.75,381.90,83,1012,382731.00,
534804,CARERATING  ,A ,Q,984.95,991.70,963.00,969.30,969.30,985.85,1477,506798,499280829.00,
534809,PC JEWELLER ,A ,Q,83.85,86.10,83.10,84.40,84.40,85.15,6486,1428015,121060381.00,
534816,BH INFRATEL ,A ,Q,260.65,263.65,258.45,261.75,261.00,264.00,343,608000,159501884.00,
534976,VMART       ,B ,Q,2722.00,2758.45,2672.25,2696.35,2685.40,2722.60,84,305,825486.00,
535141,SUNSTAR R   ,T ,Q,0.33,0.33,0.32,0.33,0.33,0.32,26,89609,29565.00,
535204,MUKTA       ,X ,Q,25.60,25.60,25.20,25.60,25.60,24.40,67,385111,9807236.00,
535205,MYSTICELE   ,X ,Q,20.05,20.05,18.25,19.60,19.80,19.10,128,120677,2400921.00,
535267,COM FINCAP  ,X ,Q,16.45,16.60,16.40,16.50,16.45,16.45,582,15116,249245.00,
535276,SBISENSEX   ,B ,Q,390.00,390.00,379.80,383.66,381.61,383.78,36,1015,387934.00,
535322,REPCO HOME  ,A ,Q,367.25,394.00,366.00,384.25,384.00,370.60,2498,106932,40911574.00,
535467,AIFL        ,B ,Q,26.40,26.95,26.00,26.95,26.95,25.70,113,47401,1261855.00,
535566,KIFS FSL    ,X ,Q,86.85,86.85,84.95,84.95,84.95,83.15,2,510,44274.00,
535601,SREELEATHER ,B ,Q,200.00,207.00,199.00,206.55,205.60,201.30,23,2544,518977.00,
535602,SHARDA MOTOR,B ,Q,1525.00,1551.00,1525.00,1530.95,1530.00,1551.00,18,182,278385.00,
535620,BINNY MILLS ,X ,Q,57.25,57.25,56.00,57.25,57.25,57.25,18,10757,615817.00,
535621,SV GLOBAL   ,X ,Q,49.00,49.00,48.00,49.00,49.00,49.00,21,6357,311443.00,
535648,JUSTDIAL    ,A ,Q,489.40,497.15,488.45,493.55,493.55,489.90,1258,96066,47420927.00,
535658,PAWANSUT    ,X ,Q,0.73,0.73,0.73,0.73,0.73,0.70,8,19871,14505.00,
535667,IFINSEC     ,XT,Q,39.90,39.90,39.90,39.90,39.90,41.95,2,251,10014.00,
535730,KHOOBSURAT  ,X ,Q,0.17,0.17,0.17,0.17,0.17,0.17,1,125,21.00,
535754,ORIENT CEM  ,A ,Q,85.00,87.15,83.55,84.90,84.95,84.95,79,3721,318817.00,
535755,ABFRL       ,A ,Q,202.75,205.25,200.00,202.95,202.95,203.60,946,60408,12228874.00,
535789,IBUL HSG FIN,A ,Q,830.80,875.00,829.55,845.85,845.85,839.35,32142,1343261,1150981019.00,
535958,INTEGRA GAR ,T ,Q,2.88,2.88,2.88,2.88,2.88,2.75,4,4622,13311.00,
536128,VKJINFRA    ,XT,Q,0.36,0.38,0.36,0.38,0.38,0.37,40,104103,38324.00,
536170,KUSHAL      ,T ,Q,43.30,47.60,43.10,47.60,47.60,45.35,968,481749,22018509.00,
536264,TIGER LOGS  ,X ,Q,141.55,144.80,140.50,143.30,143.30,143.20,48,1755,249933.00,
536493,JKAGRI GEN  ,X ,Q,1020.00,1020.00,982.00,1003.40,988.10,1013.60,27,649,652102.00,
536507,FUTLIF FAS  ,A ,Q,400.35,409.00,398.00,401.65,398.00,398.95,85,714,287087.00,
536659,PVVINFRA    ,XT,Q,15.00,15.00,15.00,15.00,15.00,15.00,3,1300,19500.00,
536709,INDRENEW    ,X ,Q,19.20,19.20,18.60,18.70,18.70,18.00,8,1493,27824.00,
536738,STELLAR CAP ,M ,Q,3.75,3.95,3.70,3.90,3.90,4.15,23,282000,1091520.00,
536773,JIN POLY INV,B ,Q,38.70,38.70,36.35,37.00,37.00,37.35,6,5200,195525.00,
536868,INTEGRA TELE,XT,Q,16.65,16.65,16.65,16.65,16.65,16.35,1,3,49.00,
536960,M100        ,B ,Q,18.80,18.80,18.80,18.80,18.80,18.55,5,2184,41059.00,
536965,BP CAPITAL  ,XT,Q,12.92,12.92,12.92,12.92,12.92,13.60,1,250,3230.00,
536974,CAPTAIN POLY,X ,Q,28.00,29.90,27.55,28.60,28.60,28.70,49,20430,585509.00,
537007,ICICINIFTY  ,B ,Q,113.00,114.16,112.00,113.84,113.71,113.83,137,6639,753212.00,
537069,ARNOLD HOLD ,X ,Q,10.72,11.46,10.00,11.00,11.00,10.47,41,5903,61640.00,
537092,MODEX INT   ,X ,Q,42.95,42.95,42.95,42.95,42.95,43.00,2,520,22334.00,
537253,SUNIL HEALTH,X ,Q,51.95,51.95,50.50,51.50,51.50,51.70,44,2983,152814.00,
537254,RCI IND     ,B ,Q,84.80,84.80,82.00,83.70,84.00,84.65,260,40739,3404165.00,
537291,NATH BIOGEN ,B ,Q,421.20,428.20,413.95,415.90,415.50,418.85,54,1045,439399.00,
537292,AGRI TECH   ,T ,Q,64.50,65.90,63.60,64.60,64.60,65.95,12,663,43058.00,
537483,RELCNX100   ,B ,Q,114.00,114.00,114.00,114.00,114.00,115.21,1,1,114.00,
537524,VIAANINDUS  ,X ,Q,11.76,11.76,11.22,11.27,11.27,11.20,286,361057,4114454.00,
537536,DENIS CHEM  ,X ,Q,73.20,75.30,73.00,74.80,74.80,73.00,23,3027,224229.00,
537708,KOTAKNIFTY  ,B ,Q,111.76,112.30,111.20,111.98,111.20,111.70,11,502,56142.00,
537750,KIRAN VYPAR ,X ,Q,115.95,116.25,115.00,115.00,115.00,117.00,15,1051,121334.00,
537766,BCP LTD     ,B ,Q,30.95,31.90,29.50,29.90,29.90,30.15,623,728890,22061259.00,
537800,MANGALAM IND,XT,Q,0.64,0.64,0.64,0.64,0.64,0.67,9,7460,4774.00,
537820,VFL         ,T ,Q,2.44,2.44,2.24,2.24,2.24,2.35,15,6110,13786.00,
537839,PHOENIX TN  ,X ,Q,13.10,13.10,13.10,13.10,13.10,13.20,1,10,131.00,
537840,RAUNAQEPC   ,XT,Q,74.95,74.95,74.95,74.95,74.95,75.00,1,50,3747.00,
538019,OBI LTD     ,B ,Q,34.95,36.20,33.50,33.70,33.50,34.95,92,13775,470187.00,
538057,CPSE ETF    ,B ,Q,24.09,24.41,24.03,24.36,24.34,24.19,1142,2348994,57040741.00,
538119,RNB DENIMS  ,M ,Q,38.50,38.50,38.50,38.50,38.50,35.00,1,2500,96250.00,
538128,WOMENS NEXT ,M ,Q,14.80,14.80,14.20,14.20,14.20,14.80,2,4000,58000.00,
538212,SHARP INV   ,XT,Q,0.26,0.26,0.26,0.26,0.26,0.26,1,1000,260.00,
538268,WONDERLA    ,B ,Q,286.30,288.05,284.90,286.05,284.90,286.20,78,1440,412178.00,
538351,AFEL        ,X ,Q,0.96,1.14,0.76,1.14,1.14,0.95,6,1395,1400.00,
538364,BCPAL       ,XT,Q,0.93,0.93,0.85,0.85,0.85,0.89,16,2123,1901.00,
538365,ADHUNIKIND  ,B ,Q,46.45,46.95,45.00,46.60,46.95,46.35,70,26364,1222676.00,
538401,MAESTROS ELE,X ,Q,46.00,46.95,44.00,44.30,46.95,45.20,36,1781,79484.00,
538422,JACKSON     ,X ,Q,0.38,0.38,0.38,0.38,0.38,0.39,10,3688,1401.00,
538423,ALPS MOTOR  ,X ,Q,1.64,1.64,1.64,1.64,1.64,1.72,26,1650,2706.00,
538433,CLASSIC     ,XT,Q,0.30,0.30,0.30,0.30,0.30,0.30,2,2000,600.00,
538464,TPROJECT    ,X ,Q,2.27,2.27,2.27,2.27,2.27,2.31,2,102,231.00,
538476,CTL         ,X ,Q,3.05,3.05,2.97,2.98,2.98,3.09,25,11538,34564.00,
538521,CROWNTOURS  ,X ,Q,22.85,22.85,22.40,22.40,22.40,22.85,13,11623,264350.00,
538539,JTAPARIA    ,X ,Q,0.79,0.79,0.79,0.79,0.79,0.80,2,22,17.00,
538540,RLFL        ,X ,Q,0.25,0.25,0.25,0.25,0.25,0.25,1,400,100.00,
538547,OASIS       ,B ,Q,6.89,6.89,6.89,6.89,6.89,6.76,6,81,558.00,
538557,SAIBABA     ,XT,Q,1.70,1.78,1.62,1.72,1.70,1.70,67,22230,37033.00,
538562,SKIPPER     ,B ,Q,89.00,89.00,87.60,88.50,88.50,88.55,70,2124,187967.00,
538564,JAMESWARREN ,X ,Q,125.15,125.25,125.15,125.25,125.25,134.65,2,8,1001.00,
538566,APOLLOTRI   ,XT,Q,132.80,132.80,128.50,128.95,128.50,131.70,46,17768,2304873.00,
538567,GULFOIL LUB ,B ,Q,795.80,834.90,794.00,813.70,814.00,776.45,226,1666,1361419.00,
538575,SOLISMAR    ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,4900,931.00,
538596,QUANTBUILD  ,X ,Q,9.82,9.82,9.82,9.82,9.82,9.63,2,150,1473.00,
538597,TTIENT      ,XT,Q,1.28,1.32,1.28,1.32,1.32,1.30,4,4810,6160.00,
538598,VISHAL      ,B ,Q,330.00,334.20,295.00,331.70,295.00,335.00,159,118127,39141771.00,
538607,TOYAMIND    ,X ,Q,3.93,3.99,3.70,3.79,3.76,3.89,244,1750515,6675009.00,
538608, DWITIYA    ,Z ,Q,66.65,66.65,66.65,66.65,66.65,66.90,1,1,66.00,
538634,VRL         ,X ,Q,48.25,48.25,45.80,47.50,47.50,46.50,23,2836,134541.00,
538635,SNOWMAN     ,B ,Q,35.20,36.90,35.20,36.45,36.45,35.20,407,73830,2666056.00,
538653,EML         ,X ,Q,9.65,9.65,9.65,9.65,9.65,10.15,2,1010,9746.00,
538666,SHARDACROP  ,A ,Q,328.00,333.00,307.20,315.60,316.35,328.75,911,23166,7357403.00,
538668,NAYSAA      ,M ,Q,20.10,20.10,20.10,20.10,20.10,25.10,1,4000,80400.00,
538685,SHEMAROO    ,B ,Q,421.10,428.35,420.50,428.35,428.30,429.60,33,95,40231.00,
538706,ULTRACAB    ,B ,Q,52.80,56.00,52.80,55.90,56.00,56.90,34,8269,452950.00,
538707,RCCL        ,X ,Q,23.05,23.05,23.05,23.05,23.05,23.75,2,500,11525.00,
538708,ETIL        ,X ,Q,13.34,13.34,13.34,13.34,13.34,13.08,21,5561,74183.00,
538713,ATISHAY     ,B ,Q,81.00,81.00,80.50,80.50,80.50,81.00,3,36,2904.00,
538714,SUCHITRA    ,XT,Q,58.95,65.15,58.95,58.95,58.95,62.05,7,263,15583.00,
538715,DHABRIYA    ,B ,Q,86.30,87.00,86.30,87.00,87.00,90.55,4,200,17330.00,
538730,PDSMFL      ,B ,Q,285.00,290.00,282.00,283.45,284.00,286.00,13,1064,301796.00,
538733,STARLIT     ,T ,Q,7.95,7.95,7.95,7.95,7.95,7.60,1,1000,7950.00,
538734,CEINSYSTECH ,T ,Q,82.00,82.15,82.00,82.15,82.15,82.15,3,93,7633.00,
538743,MUDUNURU    ,XT,Q,4.47,4.47,4.47,4.47,4.47,4.70,2,1098,4908.00,
538765,JSHL        ,M ,Q,4.46,4.46,4.31,4.46,4.46,4.25,22,150000,667950.00,
538772,NIYOGIN     ,B ,Q,76.45,79.00,76.45,77.35,78.00,78.00,7,654,50138.00,
538778,AKASHDEEP   ,X ,Q,44.95,44.95,43.20,44.00,44.00,43.75,23,8200,357879.00,
538786,CIL         ,XT,Q,4.09,4.09,4.09,4.09,4.09,4.09,1,80,327.00,
538787,GBFL        ,X ,Q,1.54,1.54,1.54,1.54,1.54,1.57,2,5,7.00,
538795,SAPPL       ,X ,Q,274.90,296.00,274.90,296.00,296.00,298.00,3,31,9129.00,
538812,AANCHALISP  ,B ,Q,9.80,9.80,8.65,8.75,8.75,8.83,14,5323,49567.00,
538834,MEL         ,XT,Q,5.13,5.60,5.13,5.20,5.20,5.39,9,2212,11601.00,
538835,INTELLECT   ,A ,Q,240.00,243.45,238.10,240.75,240.75,242.45,512,33464,8056705.00,
538836,MONTECARLO  ,B ,Q,378.40,384.40,377.35,381.35,382.30,383.20,60,992,378482.00,
538858,CAMSONBIO   ,XT,Q,7.16,7.16,7.16,7.16,7.16,6.82,3,602,4310.00,
538860,PANAFIC     ,X ,Q,0.44,0.48,0.44,0.48,0.48,0.46,16,115398,55103.00,
538861,AMSONS      ,T ,Q,0.85,0.85,0.85,0.85,0.85,0.85,1,1,0.00,
538874,NEXUSCOMMO  ,XT,Q,39.05,39.05,39.05,39.05,39.05,40.70,1,1,39.00,
538876,STSERV      ,X ,Q,9.93,9.93,9.93,9.93,9.93,9.46,1,20,198.00,
538890,MKEXIM      ,X ,Q,9.17,9.17,9.17,9.17,9.17,9.65,1,10,91.00,
538891,SIPROJECTS  ,X ,Q,39.95,39.95,37.65,39.85,37.65,39.25,5,1237,49281.00,
538896,KANCHI      ,XT,Q,511.50,517.80,496.50,512.85,512.85,518.15,187,6840,3470037.00,
538902,DHUN TEAIND ,B ,Q,250.80,253.25,249.50,249.80,249.80,248.55,31,290,72575.00,
538921,RAFL        ,M ,Q,98.50,100.25,98.50,100.25,100.25,98.50,4,13750,1375625.00,
538922,COSYN       ,X ,Q,54.70,54.75,52.50,53.05,53.50,54.20,31,3236,173263.00,
538928,KARNAVATI   ,T ,Q,25.20,25.20,25.20,25.20,25.20,25.20,1,600,15120.00,
538961,GENUSPAPER  ,B ,Q,9.00,9.05,8.85,8.86,8.85,8.95,62,23158,206489.00,
538962,MINDACORP   ,B ,Q,138.90,145.85,138.90,141.20,140.10,138.05,371,42406,5996874.00,
538965,CONCORD     ,XT,Q,22.95,23.50,22.60,23.50,23.50,23.75,14,678,15678.00,
538979,GRNLAM IND  ,B ,Q,909.95,970.00,907.05,937.90,907.05,929.00,44,215,201645.00,
538987,TALBROSENG  ,X ,Q,209.00,219.00,203.00,205.00,205.00,192.00,34,1112,232236.00,
539006,PTCIL       ,X ,Q,431.10,431.10,429.90,429.90,429.90,430.00,8,126,54207.00,
539009,GBLIL       ,X ,Q,70.90,70.90,68.70,69.75,69.95,68.90,673,68992,4819222.00,
539014,KALPACOMME  ,XT,Q,2.56,2.56,2.55,2.55,2.55,2.51,4,514,1315.00,
539015,ORTEL       ,B ,Q,4.31,4.31,4.10,4.10,4.10,4.31,19,20968,86703.00,
539017,ASHFL       ,B ,Q,62.90,62.90,56.05,57.20,61.40,60.00,17,5037,301192.00,
539018,BEEKAY      ,X ,Q,375.55,381.80,375.55,380.55,381.80,375.15,23,1411,536461.00,
539031,SETFBSE100  ,B ,Q,115.00,115.25,115.00,115.00,115.00,114.75,3,9,1035.00,
539040,TTIL        ,XT,Q,4.00,4.20,3.81,3.84,3.84,4.00,8,932,3669.00,
539042,AGIIL       ,T ,Q,92.00,94.00,92.00,94.00,94.00,94.90,7,10100,929900.00,
539043,BKMINDST    ,B ,Q,8.73,8.87,8.26,8.87,8.87,8.45,12,3359,29574.00,
539044,MANAKSTELTD ,B ,Q,25.40,25.40,25.05,25.05,25.05,25.95,7,708,17772.00,
539045,MNKALCOLTD  ,B ,Q,8.15,8.75,8.15,8.50,8.75,8.21,7,2963,24298.00,
539046,MNKCMILTD   ,B ,Q,7.39,7.39,7.05,7.19,7.19,7.37,8,1803,12919.00,
539056,ADLABS      ,B ,Q,10.81,11.43,10.77,11.41,11.43,10.89,134,37676,425067.00,
539083,INOXWIND    ,A ,Q,77.80,80.00,76.45,76.85,76.85,76.95,462,797112,61091010.00,
539097,YOGYA       ,M ,Q,19.20,19.20,18.50,18.60,18.60,18.90,4,160000,2990400.00,
539112,SAB         ,X ,Q,64.00,64.00,64.00,64.00,64.00,64.00,1,1,64.00,
539113,PML         ,X ,Q,3443.10,3559.00,3443.10,3452.00,3452.00,3560.00,3,3,10454.00,
539118,VRLLOG      ,B ,Q,300.00,305.10,296.85,303.95,304.60,300.05,182,3094,930312.00,
539122,BODHTREE    ,X ,Q,50.90,50.90,47.00,47.20,49.45,48.85,37,3107,150516.00,
539126,MEP         ,B ,Q,47.30,47.85,46.50,46.65,46.65,47.75,202,35536,1673948.00,
539131,CLLIMITED   ,X ,Q,4.00,4.11,4.00,4.05,4.05,3.92,23,5483,22071.00,
539132,VEGETABLE   ,X ,Q,5.05,5.30,4.94,5.20,5.19,5.00,62,15832,80985.00,
539141,UFO         ,B ,Q,265.00,265.00,263.40,264.80,264.80,265.00,19,415,109816.00,
539143,PANTH       ,X ,Q,67.65,67.65,67.65,67.65,67.65,69.00,2,150,10147.00,
539148,SHIVALIK    ,X ,Q,287.30,295.00,287.30,291.05,295.00,294.55,40,1728,501669.00,
539149,ICSL        ,XT,Q,2.70,2.70,2.70,2.70,2.70,2.73,2,4,10.00,
539150,PNCINFRA    ,B ,Q,134.55,138.00,134.55,137.30,137.85,136.90,86,5094,697093.00,
539151,ARFIN       ,X ,Q,199.10,215.00,199.10,212.20,212.00,203.50,53,8434,1778944.00,
539169,FUNNY       ,T ,Q,0.35,0.35,0.35,0.35,0.35,0.35,3,351,122.00,
539176,HAWAENG     ,XT,Q,36.60,38.50,36.60,38.50,38.50,38.50,9,785,29985.00,
539177,AIIL        ,XT,Q,30.60,30.60,27.70,29.20,29.20,29.15,26,2685,77975.00,
539195,POEL        ,X ,Q,45.95,45.95,41.85,42.90,42.40,42.95,8,415,17751.00,
539196,AEL         ,X ,Q,15.80,16.00,15.80,15.90,16.00,15.55,8,2088,33179.00,
539201,SATIA       ,X ,Q,515.00,518.15,515.00,517.50,517.50,515.95,36,2792,1441495.00,
539207,MANPASAND   ,A ,Q,85.25,87.15,85.00,85.45,85.45,85.65,664,56429,4847912.00,
539217,SRESTHA     ,X ,Q,2.29,2.29,2.29,2.29,2.29,2.33,1,10,22.00,
539219,MUL         ,X ,Q,165.00,185.05,165.00,183.20,183.00,181.75,84,38874,6984919.00,
539221,SPORTKING   ,XT,Q,738.00,738.85,738.00,738.20,738.20,708.30,17,104,76773.00,
539223,AMBITION    ,B ,Q,20.05,21.00,20.00,20.10,20.50,20.95,23,2292,46359.00,
539225,JIYAECO     ,B ,Q,45.35,46.80,45.15,45.55,46.10,45.25,276,33669,1558921.00,
539226,RUDRA       ,T ,Q,188.05,188.05,188.00,188.05,188.05,179.10,17,2970,558503.00,
539227,LOYAL       ,B ,Q,40.00,40.75,38.00,39.55,40.25,38.00,28,9785,384532.00,
539228,GGPL        ,B ,Q,46.40,46.40,45.90,46.20,46.20,46.50,13,1889,87142.00,
539229,MRSS        ,M ,Q,44.50,45.45,41.15,45.45,45.45,43.30,17,13200,580530.00,
539251,BALKRISHNA  ,B ,Q,52.00,52.95,51.50,51.80,51.50,50.50,10,1065,55226.00,
539252,SCFL        ,B ,Q,8.85,8.85,7.30,7.37,7.37,7.56,124,24743,193773.00,
539254,ADANITRANS  ,A ,Q,219.00,225.00,215.60,216.45,216.30,219.25,270,12267,2676423.00,
539255,STARDELTA   ,X ,Q,115.00,115.00,112.05,112.05,112.05,117.90,3,70,7917.00,
539266,CONCRETE    ,X ,Q,6.90,6.90,6.90,6.90,6.90,6.77,1,10,69.00,
539268,SYNGENE     ,A ,Q,569.00,574.10,563.35,567.85,568.60,566.60,255,3799,2160990.00,
539276,KAYA        ,B ,Q,780.00,792.00,766.55,772.70,769.00,778.75,214,2457,1914996.00,
539278,SYMBIOX     ,XT,Q,0.65,0.71,0.65,0.67,0.67,0.68,8,1115,744.00,
539287,ORTINLAABS  ,B ,Q,16.25,16.25,16.00,16.00,16.00,16.00,8,1951,31416.00,
539289,MJCO        ,B ,Q,505.00,511.00,497.45,506.90,507.50,504.60,102,1822,914954.00,
539290,BINDALAGRO  ,B ,Q,18.45,18.90,18.10,18.85,18.90,18.25,56,8707,160457.00,
539300,AKSPINTEX   ,X ,Q,32.35,32.35,32.35,32.35,32.35,34.05,1,5,161.00,
539301,ARVSMART    ,B ,Q,121.50,143.80,120.00,138.85,138.85,123.80,2483,77538,10569496.00,
539302,POWERMECH   ,B ,Q,948.65,970.00,948.65,964.20,960.00,945.05,46,535,513399.00,
539310,TISL        ,M ,Q,6.75,6.75,6.40,6.40,6.40,7.00,20,600000,3900600.00,
539331,VETO        ,B ,Q,78.25,78.55,76.00,76.60,76.05,74.85,221,14617,1131947.00,
539332,NAVKARCORP  ,A ,Q,51.15,59.00,49.75,58.25,58.25,50.80,4287,479129,26526847.00,
539333,PENPEBS     ,B ,Q,59.65,61.90,57.70,60.95,60.95,61.00,55,3567,212611.00,
539334,SHREEPUSHK  ,B ,Q,172.10,172.90,170.15,171.20,171.00,171.45,104,5810,997268.00,
539336,GUJGAS      ,A ,Q,679.00,694.95,679.00,684.40,685.15,673.65,244,2467,1695810.00,
539346,SADBHIN     ,B ,Q,104.50,104.50,103.90,103.90,103.90,101.10,3,290,30218.00,
539351,PRABHAT     ,B ,Q,93.30,94.00,92.35,93.40,94.00,93.40,37,1135,105660.00,
539353,SWARAJAUTO  ,X ,Q,290.00,295.20,288.25,289.85,292.00,293.95,38,800,232453.00,
539354,POLYSPIN    ,X ,Q,137.90,137.90,131.10,132.95,133.00,138.90,30,1595,211641.00,
539359,PRITIKAUTO  ,X ,Q,175.25,175.65,170.35,175.60,175.65,175.50,27,4729,828283.00,
539363,SKC         ,T ,Q,32.45,32.50,31.25,31.25,31.25,32.85,15,10662,338305.00,
539391,ACME        ,X ,Q,13.83,13.83,12.60,12.60,12.60,13.18,4,103,1422.00,
539399,BELLACASA   ,T ,Q,169.50,169.50,169.50,169.50,169.50,162.00,1,20,3390.00,
539400,MALLCOM     ,X ,Q,248.80,249.00,236.65,236.90,236.90,249.00,5,201,49836.00,
